,Gene,chromosome,start,CNV (lr) RNA,CNV (baf) RNA,Methylation RNA,CNV (lr) Protein,CNV (baf) Protein,Methylation Protein,CNV (lr) Phospho,CNV (baf) Phospho,Methylation Phospho,Mutation RNA,Mutation Protein,Mutation Phospho
3021,SDC2,chr8,96493351,0,1,0,0,0,0,0,0,0,,,
3022,SDCBP,chr8,58552924,0,0,0,0,0,0,0,0,0,,,
3023,SDCBP2,chr20,1309909,0,0,0,0,0,0,0,0,0,,,
3024,SDCCAG8,chr1,243256034,1,0,0,0,0,0,0,0,0,,,
3025,SDF4,chr1,1216908,0,0,0,0,0,0,0,0,0,,,
3026,SDHA,chr5,218241,1,1,0,1,0,0,1,0,0,,,
3027,SDK1,chr7,3301448,1,0,0,1,0,0,1,0,0,,,
3028,SEC13,chr3,10293131,1,0,0,1,0,0,1,0,0,,,
3029,SEC14L1,chr17,77088749,0,0,0,0,0,0,0,0,0,,,
3030,SEC14L2,chr22,30396857,0,0,0,0,0,0,0,0,0,,,
3031,SEC22B,chr1,120150898,1,0,0,1,0,0,1,0,0,,,
3032,SEC23A,chr14,39031919,1,0,0,1,0,0,1,0,0,,,
3033,SEC23IP,chr10,119892711,1,0,0,1,0,0,1,0,0,,,
3034,SEC24B,chr4,109433772,1,0,0,1,0,0,1,0,0,,,
3035,SEC31A,chr4,82818661,0,0,0,0,0,0,0,0,0,,,
3036,SEC61A1,chr3,128051641,1,0,1,1,0,1,1,0,1,,,
3037,SEC61B,chr9,99222064,0,0,0,0,0,0,0,0,0,,,
3038,SEC62,chr3,169966635,1,0,0,1,0,0,1,0,0,,,
3039,SEC63,chr6,107867756,1,0,0,0,0,0,0,0,0,,,
3040,SECISBP2,chr9,89318506,1,0,0,0,0,0,0,0,0,,,
3041,SECISBP2L,chr15,48988476,1,0,0,1,0,0,1,0,0,,,
3042,SEH1L,chr18,12947133,0,0,0,0,0,0,0,0,0,,,
3043,SEMA4B,chr15,90160604,0,0,0,0,0,0,0,0,0,,,
3044,SEMA4C,chr2,96859716,1,0,0,1,0,0,1,0,0,,,
3045,SEMA5B,chr3,122909082,1,0,1,1,0,1,1,0,1,,,
3046,SENP1,chr12,48042898,1,0,0,1,0,0,1,0,0,,,
3047,SENP2,chr3,185582496,1,0,0,1,0,0,1,0,0,,,
3048,SENP3,chr17,7561875,1,0,0,1,0,0,1,0,0,,,
3049,SENP6,chr6,75601509,1,0,0,1,0,0,1,0,0,,,
3050,SENP7,chr3,101324205,1,0,0,1,0,0,1,0,0,,,
3051,SEPHS2,chr16,30443631,1,0,0,0,0,0,0,0,0,,,
3052,SEPSECS,chr4,25120014,1,0,0,1,0,0,1,0,0,,,
3053,SERBP1,chr1,67407810,1,0,0,1,0,0,1,0,0,,,
3054,SERF2,chr15,43777087,1,0,0,1,0,0,1,0,0,,,
3055,SERINC1,chr6,122443354,0,0,0,0,0,0,0,0,0,,,
3056,SERINC3,chr20,44496221,1,0,0,1,0,0,1,0,0,,,
3057,SERPINB1,chr6,2832332,1,0,0,1,0,0,1,0,0,,,
3058,SERPINB6,chr6,2948159,1,0,1,1,0,1,1,0,1,,,
3059,SERPINH1,chr11,75562056,0,0,0,0,0,0,0,0,0,,,
3060,SET,chr9,128683424,1,0,0,1,0,0,1,0,0,,,
3061,SETD1A,chr16,30957294,0,0,0,0,0,0,0,0,0,,,
3062,SETD1B,chr12,121804180,1,0,0,0,0,0,0,0,0,,,
3063,SETD2,chr3,47016429,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0
3064,SETD3,chr14,99397746,1,0,0,1,0,0,1,0,0,,,
3065,SETDB1,chr1,150926263,0,0,0,0,0,0,0,0,0,,,
3066,SETX,chr9,132261356,1,0,0,1,0,0,1,0,0,,,
3067,SF1,chr11,64764606,0,0,0,0,0,0,0,0,0,,,
3068,SF3A1,chr22,30331988,1,0,0,0,0,0,0,0,0,,,
3069,SF3B1,chr2,197389784,1,0,0,0,0,0,0,0,0,,,
3070,SF3B2,chr11,66050729,0,0,0,0,0,0,0,0,0,,,
3071,SFPQ,chr1,35176378,1,0,0,1,0,0,1,0,0,,,
3072,SFSWAP,chr12,131711081,1,0,0,1,0,0,1,0,0,,,
3073,SFT2D2,chr1,168225938,1,0,0,1,0,0,1,0,0,,,
3074,SGIP1,chr1,66533383,1,0,0,0,0,0,0,0,0,,,
3075,SGK3,chr8,66667596,1,0,0,1,0,0,1,0,0,,,
3076,SGPP1,chr14,63684214,0,0,0,0,0,0,0,0,0,,,
3077,SGSM3,chr22,40370591,1,0,0,0,0,0,0,0,0,,,
3078,SGTA,chr19,2754714,1,0,0,1,0,0,1,0,0,,,
3079,SGTB,chr5,65665928,0,0,0,0,0,0,0,0,0,,,
3080,SH2B1,chr16,28846600,1,0,0,1,0,0,1,0,0,,,
3081,SH2D4A,chr8,19313617,1,0,0,1,0,0,1,0,0,,,
3082,SH3BP1,chr22,37634654,0,0,0,0,0,0,0,0,0,,,
3083,SH3BP2,chr4,2793023,1,0,0,1,0,0,1,0,0,,,
3084,SH3BP4,chr2,234951973,1,0,1,1,0,1,1,0,1,,,
3085,SH3BP5,chr3,15254853,0,0,0,0,0,0,0,0,0,,,
3086,SH3BP5L,chr1,248810446,1,0,0,1,0,0,1,0,0,,,
3087,SH3GL1,chr19,4360370,1,0,0,1,0,0,1,0,0,,,
3088,SH3KBP1,chrX,19533975,0,0,0,0,0,0,0,0,0,,,
3089,SH3PXD2A,chr10,103594027,0,0,0,0,1,0,0,1,0,,,
3090,SH3PXD2B,chr5,172325000,0,0,0,0,0,0,0,0,0,,,
3091,SH3RF1,chr4,169094256,1,0,0,1,0,0,1,0,0,,,
3092,SHANK2,chr11,70467856,1,0,0,1,0,0,1,0,0,,,
3093,SHANK3,chr22,50674415,0,0,1,0,0,1,0,0,1,,,
3094,SHARPIN,chr8,144098633,1,1,0,1,0,0,1,0,0,,,
3095,SHB,chr9,37919134,1,0,0,1,0,0,1,0,0,,,
3096,SHC1,chr1,154962298,1,0,0,1,0,0,1,0,0,,,
3097,SHE,chr1,154469772,0,0,0,0,0,0,0,0,0,,,
3098,SHKBP1,chr19,40576851,1,0,0,1,0,0,1,0,0,,,
3099,SHROOM1,chr5,132822141,0,0,0,0,0,0,0,0,0,,,
3100,SHROOM2,chrX,9786456,0,0,0,0,0,0,0,0,0,,,
3101,SHROOM4,chrX,50591647,0,0,0,0,0,0,0,0,0,,,
3102,SIDT2,chr11,117178733,1,0,0,0,0,0,0,0,0,,,
3103,SIGIRR,chr11,405716,1,0,0,1,0,0,1,0,0,,,
3104,SIK2,chr11,111602391,0,0,0,0,0,0,0,0,0,,,
3105,SIK3,chr11,116843402,1,0,0,1,0,0,1,0,0,,,
3106,SIN3A,chr15,75369379,1,0,0,1,0,0,1,0,0,,,
3107,SIPA1L3,chr19,37907228,1,0,0,0,0,0,0,0,0,,,
3108,SIRPA,chr20,1894167,1,0,0,0,0,0,0,0,0,,,
3109,SIRT1,chr10,67884669,1,0,0,1,0,0,1,0,0,,,
3110,SIRT2,chr19,38878555,0,0,0,0,0,0,0,0,0,,,
3111,SIRT6,chr19,4174109,1,1,0,1,1,0,1,1,0,,,
3112,SKAP2,chr7,26667062,0,0,0,0,0,0,0,0,0,,,
3113,SKIV2L,chr6,31959080,1,0,0,1,0,0,1,0,0,,,
3114,SLAIN2,chr4,48341322,1,0,0,1,0,0,1,0,0,,,
3115,SLC12A2,chr5,128083766,0,0,0,0,0,0,0,0,0,,,
3116,SLC12A4,chr16,67943474,1,0,0,1,0,0,1,0,0,,,
3117,SLC12A6,chr15,34229996,0,0,0,0,0,0,0,0,0,,,
3118,SLC12A7,chr5,1050376,1,0,0,1,0,0,1,0,0,,,
3119,SLC13A3,chr20,46557823,0,0,0,0,0,0,0,0,0,,,
3120,SLC15A4,chr12,128793191,0,0,0,0,0,0,0,0,0,,,
3121,SLC16A1,chr1,112911847,1,0,0,0,0,0,0,0,0,,,
3122,SLC16A10,chr6,111087503,1,0,0,1,0,0,1,0,0,,,
3123,SLC16A2,chrX,74421461,1,0,0,1,0,0,1,0,0,,,
3124,SLC16A3,chr17,82228397,1,0,1,1,0,1,1,0,1,,,
3125,SLC1A1,chr9,4490444,0,0,0,0,0,0,0,0,0,,,
3126,SLC20A2,chr8,42416475,1,0,0,1,0,0,1,0,0,,,
3127,SLC22A4,chr5,132294443,1,0,0,1,0,0,1,0,0,,,
3128,SLC25A1,chr22,19175575,1,0,0,0,0,0,0,0,0,,,
3129,SLC25A46,chr5,110738136,1,0,0,1,0,0,1,0,0,,,
3130,SLC25A5,chrX,119468400,0,0,0,0,0,0,0,0,0,,,
3131,SLC26A1,chr4,979073,0,0,0,0,0,0,0,0,0,,,
3132,SLC26A6,chr3,48625723,1,0,0,1,0,0,1,0,0,,,
3133,SLC27A2,chr15,50182196,0,0,0,0,0,0,0,0,0,,,
3134,SLC2A1,chr1,42925375,1,0,0,1,0,0,1,0,0,,,
3135,SLC2A13,chr12,39755021,0,0,0,0,0,0,0,1,0,,,
3136,SLC30A1,chr1,211571568,0,0,0,0,0,0,0,0,0,,,
3137,SLC30A6,chr2,32165841,1,0,0,0,0,0,0,0,0,,,
3138,SLC34A2,chr4,25648011,0,0,0,0,0,1,0,0,1,,,
3139,SLC35A5,chr3,112561709,0,0,0,0,0,0,0,0,0,,,
3140,SLC35B2,chr6,44254096,1,0,0,1,0,0,1,0,0,,,
3141,SLC35E1,chr19,16549831,1,0,0,1,0,0,1,0,0,,,
3142,SLC38A1,chr12,46183063,1,0,0,1,0,0,1,0,0,,,
3143,SLC38A10,chr17,81245000,1,0,0,0,0,0,0,0,0,,,
3144,SLC39A10,chr2,195575977,1,0,0,0,0,0,0,0,0,,,
3145,SLC39A14,chr8,22367249,1,0,0,0,0,0,0,0,0,,,
3146,SLC39A6,chr18,36108532,0,0,0,0,0,0,0,0,0,,,
3147,SLC41A3,chr3,126006355,1,0,0,1,0,0,1,0,0,,,
3148,SLC43A2,chr17,1569267,1,1,0,1,1,0,1,1,0,,,
3149,SLC44A3,chr1,94820342,1,0,1,0,0,1,0,0,1,,,
3150,SLC4A1AP,chr2,27663471,0,0,0,0,0,0,0,0,0,,,
3151,SLC4A2,chr7,151057210,1,0,0,1,0,0,1,0,0,,,
3152,SLC4A4,chr4,71062667,0,0,0,0,0,0,0,0,0,,,
3153,SLC4A7,chr3,27372721,1,0,0,1,0,0,1,0,0,,,
3154,SLC5A3,chr21,34073570,0,0,0,0,0,0,0,0,0,,,
3155,SLC6A19,chr5,1201595,0,0,0,0,0,0,0,0,0,,,
3156,SLC7A6OS,chr16,68284503,1,0,0,1,0,0,1,0,0,,,
3157,SLC8A1,chr2,40097270,0,0,0,0,0,0,0,0,0,,,
3158,SLC9A1,chr1,27098815,0,1,0,0,1,0,0,1,0,,,
3159,SLC9A3,chr5,470458,0,0,0,0,0,0,0,0,0,,,
3160,SLC9A3R1,chr17,74748652,1,1,0,1,1,0,1,1,0,,,
3161,SLC9A6,chrX,135973841,0,0,0,0,0,0,0,0,0,,,
3162,SLC9A7,chrX,46599252,0,0,0,0,0,0,0,0,0,,,
3163,SLCO4C1,chr5,102233986,1,0,0,1,0,0,1,0,1,,,
3164,SLIRP,chr14,77708071,1,0,0,0,0,0,0,0,0,,,
3165,SLITRK4,chrX,143622790,0,0,0,0,0,0,0,0,0,,,
3166,SLK,chr10,103967201,1,0,0,1,0,0,1,0,0,,,
3167,SLMAP,chr3,57755450,1,0,0,1,0,0,1,0,0,,,
3168,SLTM,chr15,58879045,1,0,0,1,0,0,1,0,0,,,
3169,SLU7,chr5,160401641,1,0,0,1,0,0,1,0,0,,,
3170,SMAD2,chr18,47808957,1,0,0,1,0,0,1,0,0,,,
3171,SMAD3,chr15,67063763,1,0,0,1,0,0,1,0,0,,,
3172,SMAD5,chr5,136132845,1,0,0,1,0,0,1,0,0,,,
3173,SMAP1,chr6,70667776,1,0,0,1,0,0,1,0,0,,,
3174,SMAP2,chr1,40344850,0,0,0,0,0,0,0,0,0,,,
3175,SMARCA1,chrX,129446501,0,0,0,0,0,0,0,0,0,,,
3176,SMARCA2,chr9,1980290,1,0,0,1,0,0,1,0,0,,,
3177,SMARCA4,chr19,10960825,1,0,0,1,0,0,1,0,0,,,
3178,SMARCA5,chr4,143513463,0,0,0,0,0,0,0,0,0,,,
3179,SMARCAD1,chr4,94207611,1,0,0,1,0,0,1,0,0,,,
3180,SMARCAL1,chr2,216412414,1,0,0,1,0,0,1,0,0,,,
3181,SMARCC1,chr3,47585272,1,1,0,1,0,0,1,0,0,,,
3182,SMARCC2,chr12,56162983,1,0,0,1,0,0,1,0,0,,,
3183,SMARCD2,chr17,63832081,1,0,0,0,0,0,0,0,0,,,
3184,SMARCE1,chr17,40624962,0,0,0,0,0,0,0,0,0,,,
3185,SMC1A,chrX,53374149,1,0,0,1,0,0,1,0,0,,,
3186,SMC3,chr10,110567691,0,0,0,0,0,0,0,0,0,,,
3187,SMC4,chr3,160399274,1,0,0,1,0,0,1,0,0,,,
3188,SMC5,chr9,70258962,0,0,0,0,0,0,0,0,0,,,
3189,SMC6,chr2,17663812,1,0,0,1,0,0,1,0,0,,,
3190,SMCHD1,chr18,2655738,1,0,0,1,0,0,1,0,0,,,
3191,SMCR8,chr17,18315310,0,0,0,0,0,0,0,0,0,,,
3192,SMG1,chr16,18804853,1,0,0,1,0,0,1,0,0,,,
3193,SMG6,chr17,2059839,1,0,0,1,0,0,1,0,0,,,
3194,SMG7,chr1,183472216,1,1,0,1,1,0,1,1,0,,,
3195,SMG8,chr17,59209400,1,0,0,1,0,0,1,0,0,,,
3196,SMG9,chr19,43727992,1,0,0,1,0,0,1,0,0,,,
3197,SMO,chr7,129188872,1,0,0,1,0,0,1,0,0,,,
3198,SMTN,chr22,31064105,0,0,1,0,0,1,0,0,1,,,
3199,SMTNL2,chr17,4583999,0,1,0,0,0,0,0,0,0,,,
3200,SMYD5,chr2,73214222,0,0,0,0,0,0,0,0,0,,,
3201,SNAP29,chr22,20858983,1,0,0,1,0,0,1,0,0,,,
3202,SNAPIN,chr1,153658654,1,0,0,1,0,0,1,0,0,,,
3203,SNCA,chr4,89724099,0,0,0,0,0,0,0,0,0,,,
3204,SND1,chr7,127652180,1,0,0,1,1,0,1,1,0,,,
3205,SNIP1,chr1,37534449,1,0,0,1,0,0,1,0,0,,,
3206,SNRK,chr3,43286512,0,0,0,0,0,0,0,0,0,,,
3207,SNRNP200,chr2,96274336,0,0,0,0,0,0,0,0,0,,,
3208,SNRNP70,chr19,49085419,1,0,0,1,0,0,1,0,0,,,
3209,SNRPA,chr19,40750637,1,0,0,0,0,0,0,0,0,,,
3210,SNRPA1,chr15,101281510,0,0,0,0,0,0,0,0,0,,,
3211,SNRPC,chr6,34757406,0,0,0,0,0,0,0,0,0,,,
3212,SNRPD2,chr19,45687454,1,0,0,0,0,0,0,0,0,,,
3213,SNTA1,chr20,33407955,0,0,0,0,0,0,0,0,0,,,
3214,SNTB1,chr8,120535745,1,1,0,1,0,0,1,0,0,,,
3215,SNTB2,chr16,69187129,1,0,0,1,0,0,1,0,0,,,
3216,SNUPN,chr15,75598083,1,0,0,0,0,0,0,0,0,,,
3217,SNW1,chr14,77717599,1,0,0,1,0,0,1,0,0,,,
3218,SNX1,chr15,64094123,1,0,0,1,0,0,1,0,0,,,
3219,SNX12,chrX,71056332,0,0,0,0,0,0,0,0,0,,,
3220,SNX13,chr7,17790761,1,0,0,0,0,0,0,0,0,,,
3221,SNX14,chr6,85505496,0,0,0,0,0,0,0,0,0,,,
3222,SNX15,chr11,65027408,1,0,0,1,0,0,1,0,0,,,
3223,SNX16,chr8,81799581,1,0,0,1,0,0,1,0,0,,,
3224,SNX17,chr2,27370496,1,0,0,1,0,0,1,0,0,,,
3225,SNX18,chr5,54517759,1,0,1,1,0,1,1,0,1,,,
3226,SNX19,chr11,130875436,1,0,0,0,0,0,0,0,0,,,
3227,SNX2,chr5,122774996,1,0,0,1,0,0,1,0,0,,,
3228,SNX24,chr5,122843439,0,0,0,0,0,0,0,0,0,,,
3229,SNX27,chr1,151612006,1,0,0,1,0,0,1,0,0,,,
3230,SNX29,chr16,11976737,1,0,0,1,0,0,1,0,0,,,
3231,SNX3,chr6,108211222,1,0,0,0,0,0,0,0,0,,,
3232,SNX30,chr9,112750838,1,0,0,1,0,0,1,0,0,,,
3233,SNX33,chr15,75647906,1,0,0,1,0,0,1,0,0,,,
3234,SNX4,chr3,125446644,0,0,0,0,0,0,0,0,0,,,
3235,SNX5,chr20,17941597,0,0,0,0,0,0,0,0,0,,,
3236,SNX6,chr14,34561094,1,0,0,1,0,0,1,0,0,,,
3237,SNX8,chr7,2251770,1,0,0,1,0,0,1,0,0,,,
3238,SNX9,chr6,157700387,1,0,0,1,0,0,1,0,0,,,
3239,SOD1,chr21,31659622,1,0,0,1,0,0,1,0,0,,,
3240,SOD3,chr4,24789912,0,0,0,0,0,0,0,0,0,,,
3241,SOGA1,chr20,36777442,1,0,0,0,0,0,0,0,0,,,
3242,SON,chr21,33542618,1,1,0,1,1,0,1,1,0,,,
3243,SORBS1,chr10,95311771,0,0,0,0,1,0,0,1,0,,,
3244,SORBS3,chr8,22544986,0,0,0,0,0,0,0,0,0,,,
3245,SORD,chr15,45023104,0,0,0,0,0,0,0,0,0,,,
3246,SORL1,chr11,121452203,1,0,0,1,0,0,1,0,0,,,
3247,SORT1,chr1,109309568,0,0,0,0,0,0,0,0,0,,,
3248,SOS1,chr2,38981396,1,0,0,1,0,0,1,0,0,,,
3249,SOS2,chr14,50117120,1,0,0,1,0,0,1,0,0,,,
3250,SOWAHB,chr4,76894928,1,0,0,1,0,0,1,0,0,,,
3251,SOWAHC,chr2,109614334,1,0,0,1,0,0,1,0,0,,,
3252,SOX13,chr1,204073115,1,0,0,0,0,0,0,0,0,,,
3253,SP1,chr12,53380176,0,0,0,0,0,0,0,0,0,,,
3254,SP2,chr17,47896150,0,0,0,0,0,0,0,0,0,,,
3255,SP3,chr2,173906459,1,0,0,1,0,0,1,0,0,,,
3256,SP4,chr7,21428034,1,0,0,1,0,0,1,0,0,,,
3257,SPAG1,chr8,100157906,1,1,0,1,0,0,1,0,0,,,
3258,SPAG7,chr17,4959226,1,0,0,1,0,0,1,0,0,,,
3259,SPAG9,chr17,50962174,0,1,0,0,1,0,0,1,0,,,
3260,SPAST,chr2,32063547,0,0,0,0,0,0,0,0,0,,,
3261,SPATA13,chr13,23979805,1,0,0,1,0,0,1,0,0,,,
3262,SPATA13,chr13,23979810,1,0,0,1,0,0,1,0,0,,,
3263,SPATA18,chr4,52051331,0,0,0,0,0,0,0,0,0,,,
3264,SPATA2,chr20,49903391,1,0,0,1,0,0,1,0,0,,,
3265,SPATS2L,chr2,200305881,1,0,0,1,0,0,1,0,0,,,
3266,SPCS1,chr3,52704955,1,0,0,0,0,0,0,0,0,,,
3267,SPCS2,chr11,74949247,0,0,0,0,0,0,0,0,0,,,
3268,SPECC1,chr17,20009344,0,1,0,0,1,0,0,1,0,,,
3269,SPECC1L,chr22,24270817,1,0,0,1,0,0,1,0,0,,,
3270,SPEN,chr1,15847864,1,0,0,1,0,0,1,0,0,,,
3271,SPG11,chr15,44562696,0,0,0,0,0,0,0,0,0,,,
3272,SPHK2,chr19,48619291,1,0,0,0,0,0,0,0,0,,,
3273,SPICE1,chr3,113442718,1,0,0,1,0,0,1,0,0,,,
3274,SPIN1,chr9,88388419,1,0,0,1,0,0,1,0,0,,,
3275,SPINT2,chr19,38244035,0,0,0,0,0,0,0,0,0,,,
3276,SPIRE1,chr18,12446512,1,0,0,1,0,0,1,0,0,,,
3277,SPNS1,chr16,28974221,1,0,0,0,0,0,0,0,0,,,
3278,SPPL2B,chr19,2328615,0,0,0,0,0,0,0,0,0,,,
3279,SPR,chr2,72887360,1,0,0,1,1,0,1,1,0,,,
3280,SPRY1,chr4,123396795,0,0,0,0,0,0,0,0,0,,,
3281,SPRYD3,chr12,53064316,0,0,0,0,0,0,0,0,0,,,
3282,SPTAN1,chr9,128552558,1,0,0,1,0,0,1,0,0,,,
3283,SPTBN1,chr2,54456285,1,0,0,1,0,0,1,1,0,,,
3284,SPTY2D1,chr11,18606401,1,0,0,0,0,0,0,0,0,,,
3285,SQSTM1,chr5,179806398,1,0,0,1,0,0,1,0,0,,,
3286,SRA1,chr5,140537340,1,0,0,1,0,0,1,0,0,,,
3287,SRBD1,chr2,45388680,1,0,0,1,0,0,1,0,0,,,
3288,SRC,chr20,37344685,1,0,0,1,0,0,1,0,0,,,
3289,SRCAP,chr16,30698209,1,0,0,1,0,0,1,0,0,,,
3290,SREK1IP1,chr5,64718144,1,0,0,0,0,0,0,0,0,,,
3291,SRF,chr6,43171299,1,0,0,1,0,0,1,0,0,,,
3292,SRFBP1,chr5,121961961,1,0,0,1,0,0,1,0,0,,,
3293,SRGAP1,chr12,63844293,1,0,0,1,0,0,1,0,0,,,
3294,SRP19,chr5,112861188,0,0,0,0,0,0,0,0,0,,,
3295,SRP54,chr14,34981957,0,0,0,0,0,0,0,0,0,,,
3296,SRP68,chr17,76038775,1,0,0,0,0,0,0,0,0,,,
3297,SRP72,chr4,56467336,0,0,0,0,0,0,0,0,0,,,
3298,SRPK1,chr6,35832966,0,0,0,0,0,0,0,0,0,,,
3299,SRPK2,chr7,105110704,1,0,0,1,0,0,1,0,0,,,
3300,SRRM1,chr1,24631716,1,1,0,1,1,0,1,1,0,,,
3301,SRRM2,chr16,2752329,0,0,0,0,0,0,0,0,0,,,
3302,SRRT,chr7,100875111,1,0,0,0,0,0,0,0,0,,,
3303,SRSF1,chr17,58003360,0,0,0,0,0,0,0,0,0,,,
3304,SRSF10,chr1,23964804,0,0,0,0,0,0,0,0,0,,,
3305,SRSF11,chr1,70205682,0,0,0,0,0,0,0,0,0,,,
3306,SRSF2,chr17,76734115,0,0,0,0,0,0,0,0,0,,,
3307,SRSF3,chr6,36594353,1,0,0,1,0,0,1,0,0,,,
3308,SRSF4,chr1,29147743,1,0,0,1,0,0,1,0,0,,,
3309,SRSF5,chr14,69726900,1,0,0,1,0,0,1,1,0,,,
3310,SRSF6,chr20,43457928,0,0,0,0,0,0,0,0,0,,,
3311,SRSF7,chr2,38743599,0,0,0,0,0,0,0,0,0,,,
3312,SRSF8,chr11,95067197,1,0,0,1,0,0,1,0,0,,,
3313,SRSF9,chr12,120461668,1,1,0,1,1,0,1,1,0,,,
3314,SSB,chr2,169791933,1,0,0,1,0,0,1,0,0,,,
3315,SSBP2,chr5,81413021,1,0,0,0,0,0,0,0,0,,,
3316,SSBP3,chr1,54225432,1,0,0,0,0,0,0,0,0,,,
3317,SSBP4,chr19,18418864,0,0,0,0,0,0,0,0,0,,,
3318,SSH1,chr12,108778192,0,0,0,0,0,0,0,0,0,,,
3319,SSH3,chr11,67303448,1,0,0,1,0,0,1,0,0,,,
3320,SSR1,chr6,7268306,0,0,0,0,0,0,0,0,0,,,
3321,SSR3,chr3,156540140,1,0,0,0,0,0,0,0,0,,,
3322,SSRP1,chr11,57325985,1,0,0,0,0,0,0,0,0,,,
3323,SSSCA1,chr11,65570430,1,0,0,0,0,0,0,0,0,,,
3324,ST13,chr22,40824535,1,0,0,1,0,0,1,0,0,,,
3325,ST5,chr11,8693351,0,0,0,0,0,0,0,0,0,,,
3326,STAG1,chr3,136336233,1,0,0,1,0,0,1,0,0,,,
3327,STAG2,chrX,123960212,0,0,0,0,0,0,0,0,0,,,
3328,STAM,chr10,17644125,1,0,0,1,0,0,1,0,0,,,
3329,STAMBP,chr2,73828916,1,0,0,1,0,0,1,0,0,,,
3330,STAMBPL1,chr10,88879734,0,1,0,0,1,0,0,1,0,,,
3331,STARD10,chr11,72754729,1,0,0,1,0,0,1,0,0,,,
3332,STARD3NL,chr7,38178222,1,0,0,0,0,0,0,0,0,,,
3333,STAT1,chr2,190964358,0,0,0,0,0,0,0,0,0,,,
3334,STAT2,chr12,56341597,1,0,0,1,0,0,1,0,0,,,
3335,STAT3,chr17,42313324,1,0,0,1,0,0,1,0,0,,,
3336,STAT5A,chr17,42287547,0,0,1,0,0,1,0,0,1,,,
3337,STAT5B,chr17,42199168,1,0,1,0,0,1,0,0,0,,,
3338,STAU1,chr20,49113339,1,0,0,1,0,0,1,0,0,,,
3339,STAU2,chr8,73420369,1,0,0,1,0,0,1,0,0,,,
3340,STBD1,chr4,76306026,0,0,0,0,0,0,0,0,0,,,
3341,STIM1,chr11,3854527,1,0,0,0,0,0,0,0,0,,,
3342,STIM2,chr4,26857678,1,0,0,0,0,0,0,0,0,,,
3343,STIP1,chr11,64185272,0,0,0,0,0,0,0,0,0,,,
3344,STK10,chr5,172042073,0,0,0,0,0,0,0,0,0,,,
3345,STK11,chr19,1177558,0,0,0,0,0,0,0,0,0,,,
3346,STK11IP,chr2,219597860,1,1,0,1,0,0,1,0,0,,,
3347,STK17B,chr2,196133566,0,0,0,0,0,0,0,0,0,,,
3348,STK24,chr13,98445185,1,0,0,1,0,0,1,0,0,,,
3349,STK25,chr2,241492674,1,0,0,1,0,0,1,0,0,,,
3350,STK3,chr8,98371228,1,0,0,1,0,0,1,0,0,,,
3351,STK32C,chr10,132207492,1,0,0,0,0,0,0,0,0,,,
3352,STK33,chr11,8391868,0,0,1,0,0,1,0,0,1,,,
3353,STK38,chr6,36493892,1,0,0,1,0,0,1,0,0,,,
3354,STK38L,chr12,27243968,0,0,0,0,0,0,0,0,0,,,
3355,STK39,chr2,167954020,0,0,0,0,0,0,0,0,0,,,
3356,STK4,chr20,44966474,1,0,0,1,0,0,1,0,0,,,
3357,STMN1,chr1,25884181,1,0,0,1,0,0,1,0,0,,,
3358,STOM,chr9,121338988,0,0,0,0,0,0,0,0,0,,,
3359,STOML2,chr9,35099776,1,0,0,1,0,0,1,0,0,,,
3360,STRADA,chr17,63682336,0,1,0,0,0,0,0,0,0,,,
3361,STRAP,chr12,15882391,0,0,0,0,0,0,0,0,0,,,
3362,STRBP,chr9,123109500,1,0,0,1,0,0,1,0,0,,,
3363,STRN,chr2,36843640,1,0,0,1,0,0,1,0,0,,,
3364,STRN3,chr14,30893799,1,0,0,1,0,0,1,0,0,,,
3365,STRN4,chr19,46719507,1,0,0,0,0,0,0,0,0,,,
3366,STT3B,chr3,31532638,1,0,0,1,0,0,1,0,0,,,
3367,STUB1,chr16,680224,1,0,0,1,0,0,1,0,0,,,
3368,STX10,chr19,13144058,1,0,0,0,0,0,0,0,0,,,
3369,STX16,chr20,58651253,1,0,0,1,0,0,1,0,0,,,
3370,STX17,chr9,99906633,1,0,0,1,0,0,1,0,0,,,
3371,STX4,chr16,31032889,1,0,0,1,0,0,1,0,0,,,
3372,STX6,chr1,180972712,1,1,0,1,0,0,1,0,0,,,
3373,STX7,chr6,132445867,1,0,0,1,0,0,0,0,0,,,
3374,STXBP1,chr9,127579370,0,0,0,0,0,0,0,0,0,,,
3375,STXBP2,chr19,7636881,0,0,0,0,0,0,0,0,0,,,
3376,STXBP3,chr1,108746674,0,0,0,0,0,0,0,0,0,,,
3377,STXBP4,chr17,54968727,1,0,0,1,0,0,1,0,0,,,
3378,SUB1,chr5,32531633,1,0,0,1,0,0,1,0,0,,,
3379,SUCLA2,chr13,47745736,1,0,0,1,0,0,0,0,0,,,
3380,SUCLG2,chr3,67360460,0,0,0,0,0,0,0,0,0,,,
3381,SUDS3,chr12,118376380,1,0,0,0,0,0,0,0,0,,,
3382,SUFU,chr10,102503987,1,0,0,0,0,0,0,0,0,,,
3383,SUGP1,chr19,19276018,0,0,0,0,0,0,0,0,0,,,
3384,SUGP2,chr19,18990888,1,0,0,1,0,0,1,0,0,,,
3385,SUGT1,chr13,52652709,1,0,0,1,0,0,1,0,0,,,
