,Gene,chromosome,start,CNV (lr) RNA,CNV (baf) RNA,Methylation RNA,CNV (lr) Protein,CNV (baf) Protein,Methylation Protein,CNV (lr) Phospho,CNV (baf) Phospho,Methylation Phospho,Mutation RNA,Mutation Protein,Mutation Phospho
3920,SRP19,chr5,112196919,1,0,0,0,0,0,0,0,0,,,
3921,SSBP2,chr5,80708840,1,0,0,1,0,0,1,0,0,,,
3922,STK10,chr5,171469077,0,0,0,0,0,0,0,0,0,,,
3923,SUB1,chr5,32531739,1,0,0,1,0,0,1,0,0,,,
3924,SYNPO,chr5,149980642,1,0,0,1,0,0,1,0,0,,,
3925,TAF7,chr5,140698057,1,0,1,1,0,1,1,0,0,,,
3926,TAF9,chr5,68646811,1,0,0,1,0,0,1,0,0,,,
3927,TARS,chr5,33440802,1,0,0,1,0,0,1,0,0,,,
3928,TBC1D9B,chr5,179289066,1,0,0,1,0,0,1,0,0,,,
3929,TCERG1,chr5,145826874,1,0,0,1,0,0,0,0,0,,,
3930,TCOF1,chr5,149737202,1,0,0,1,0,0,1,0,0,,,
3931,TNFAIP8,chr5,118604387,1,0,0,0,0,0,0,0,0,,,
3932,TNIP1,chr5,150409506,1,0,0,1,0,0,1,0,0,,,
3933,TPPP,chr5,660883,1,0,0,1,0,0,1,0,0,,,
3934,TRIM36,chr5,114460459,0,0,0,0,0,0,0,0,0,,,
3935,TRIM41,chr5,180649499,1,0,0,1,0,0,1,0,0,,,
3936,TRIO,chr5,14143811,1,0,0,1,0,0,1,0,0,,,
3937,TTC33,chr5,40714577,1,0,0,1,0,0,1,0,0,,,
3938,UIMC1,chr5,176332006,1,0,0,1,0,0,1,0,0,,,
3939,VCAN,chr5,82767284,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
3940,VDAC1,chr5,133307606,1,0,0,1,0,0,1,0,0,,,
3941,WDR55,chr5,140044261,1,0,0,1,0,0,1,0,0,,,
3942,WDR70,chr5,37379314,1,0,0,1,0,0,1,0,0,,,
3943,XRCC4,chr5,82373317,1,0,0,1,0,0,1,0,0,,,
3944,YTHDC2,chr5,112849380,1,0,0,1,0,0,1,0,0,,,
3945,ZFR,chr5,32354456,1,0,0,1,0,0,1,0,0,,,
3946,ZNF131,chr5,43065278,1,0,0,1,0,0,1,0,0,,,
3947,ZNF622,chr5,16451628,1,0,0,1,0,0,1,0,0,,,
3948,ABCF1,chr6,30539153,1,0,0,1,0,0,1,0,0,,,
3949,ABHD16A,chr6,31654726,0,0,0,0,0,0,0,0,0,,,
3950,AK9,chr6,109814059,0,0,0,0,0,0,0,0,0,,,
3951,AKAP12,chr6,151561134,0,0,0,0,0,0,0,0,1,,,
3952,ANKRD6,chr6,90142889,0,0,1,0,0,0,0,0,0,,,
3953,ANKS1A,chr6,34857042,1,0,0,1,0,0,1,0,0,,,
3954,ASCC3,chr6,100956070,0,0,0,0,0,0,0,0,0,,,
3955,ATXN1,chr6,16299343,1,0,0,0,0,0,0,0,0,,,
3956,BAG2,chr6,57037124,1,0,0,1,0,0,1,0,0,,,
3957,BAG6,chr6,31606805,1,0,0,1,0,0,1,0,0,,,
3958,BCLAF1,chr6,136578001,1,0,1,1,0,1,1,0,1,,,
3959,BEND3,chr6,107386386,1,0,0,1,0,0,1,0,0,,,
3960,BLOC1S5,chr6,8013800,0,0,0,0,0,0,0,0,0,,,
3961,BRD2,chr6,32936437,1,0,0,1,0,0,1,0,0,,,
3962,BRPF3,chr6,36164521,1,0,0,1,0,0,1,0,0,,,
3963,BTN2A1,chr6,26458150,1,0,0,1,0,0,1,0,0,,,
3964,BYSL,chr6,41888926,1,0,0,0,0,0,0,0,0,,,
3965,C6orf106,chr6,34555065,1,0,0,1,0,0,1,0,0,,,
3966,C6orf132,chr6,42068856,1,0,1,1,0,1,1,0,1,,,
3967,C6orf203,chr6,107349407,1,0,0,1,0,0,1,0,0,,,
3968,C6orf47,chr6,31626075,1,0,0,1,0,0,1,0,0,,,
3969,CASP8AP2,chr6,90539613,1,0,0,1,0,0,1,0,0,,,
3970,CCDC170,chr6,151815165,0,0,0,0,0,0,0,0,0,,,
3971,CCDC28A,chr6,139094657,0,0,0,0,0,0,0,0,0,,,
3972,CCND3,chr6,41902671,1,0,0,0,0,0,0,0,0,,,
3973,CD2AP,chr6,47445525,1,0,0,1,0,0,1,0,0,,,
3974,CDC5L,chr6,44355262,1,0,0,1,0,0,1,0,0,,,
3975,CDKN1A,chr6,36644305,0,0,0,0,0,0,0,0,0,,,
3976,CDYL,chr6,4706393,1,1,0,1,1,0,1,0,0,,,
3977,CLIC1,chr6,31698358,0,0,0,0,0,0,0,0,0,,,
3978,CLIC5,chr6,45868045,1,0,0,0,0,0,0,0,0,,,
3979,CMTR1,chr6,37400995,1,0,0,1,0,0,1,0,0,,,
3980,COL19A1,chr6,70576463,0,0,0,0,0,0,0,0,0,,,
3981,CUL7,chr6,43005355,1,0,0,1,0,0,1,0,0,,,
3982,CUL9,chr6,43149913,1,0,0,1,0,0,1,0,0,,,
3983,CUTA,chr6,33384219,0,0,0,0,0,0,0,0,0,,,
3984,DAXX,chr6,33286335,1,0,0,1,0,0,1,0,0,,,
3985,DCBLD1,chr6,117774980,0,0,0,0,0,0,0,0,0,,,
3986,DDAH2,chr6,31694815,1,0,1,0,0,1,0,0,0,,,
3987,DDX39B,chr6,31497996,1,0,0,0,0,0,0,0,0,,,
3988,DEK,chr6,18224099,1,0,0,1,0,0,1,0,0,,,
3989,DHX16,chr6,30620896,1,0,0,1,0,0,1,0,0,,,
3990,DNPH1,chr6,43193367,1,0,0,1,0,0,1,0,0,,,
3991,DSP,chr6,7541808,1,0,1,1,0,1,1,0,1,,,
3992,DST,chr6,56322785,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
3993,DTNBP1,chr6,15523032,0,0,0,0,0,0,0,0,0,,,
3994,DUSP22,chr6,291630,1,0,0,0,0,0,0,0,0,,,
3995,ECHDC1,chr6,127609855,1,0,0,1,0,0,1,0,0,,,
3996,EEF1A1,chr6,74225473,1,0,0,1,0,0,1,0,0,,,
3997,EFHC1,chr6,52285106,0,0,0,0,0,0,0,0,0,,,
3998,ELOVL5,chr6,53132196,1,0,1,1,0,0,1,0,0,,,
3999,ENPP4,chr6,46097730,1,0,0,1,0,0,1,0,0,,,
4000,EPB41L2,chr6,131160487,0,0,1,0,0,1,0,0,1,,,
4001,EZR,chr6,159186773,1,0,0,1,0,0,1,0,0,,,
4002,FAM120B,chr6,170599791,1,0,0,1,0,0,1,0,0,,,
4003,FAM135A,chr6,71122644,1,0,0,1,0,0,1,0,0,,,
4004,FAM50B,chr6,3849620,0,1,1,0,1,0,0,0,0,,,
4005,FAM8A1,chr6,17600586,1,0,0,0,0,0,0,0,0,,,
4006,FGFR1OP,chr6,167412670,1,0,0,1,0,0,1,0,0,,,
4007,FIG4,chr6,110012499,0,0,0,0,0,0,0,0,0,,,
4008,FKBP5,chr6,35541362,0,0,0,0,0,0,0,0,0,,,
4009,FKBPL,chr6,32096484,0,0,0,0,0,0,0,0,0,,,
4010,FLOT1,chr6,30695486,1,0,0,1,0,0,1,0,0,,,
4011,FNDC1,chr6,159590429,0,0,0,0,0,0,0,0,0,,,
4012,FOXO3,chr6,108881038,1,0,0,1,0,0,1,0,0,,,
4013,FOXP4,chr6,41514164,1,0,0,1,0,0,1,0,0,,,
4014,FYN,chr6,111981535,0,0,0,0,0,0,0,0,0,,,
4015,GCLC,chr6,53362139,1,0,1,1,0,1,0,0,0,,,
4016,GFOD1,chr6,13358062,0,0,0,0,0,0,0,0,0,,,
4017,GLO1,chr6,38643701,1,0,0,1,0,0,1,0,0,,,
4018,GMDS,chr6,1624041,0,0,0,0,0,0,0,0,0,,,
4019,GNL1,chr6,30509154,1,0,0,1,0,0,1,0,0,,,
4020,GOPC,chr6,117639374,1,0,0,1,0,0,1,0,0,,,
4021,GPSM3,chr6,32158543,0,0,0,0,0,0,0,0,0,,,
4022,GTF3C6,chr6,111279763,1,0,0,1,0,0,1,0,0,,,
4023,GTPBP2,chr6,43573053,1,0,0,1,0,0,1,0,0,,,
4024,HACE1,chr6,105175968,1,0,0,1,0,0,1,0,0,,,
4025,HBS1L,chr6,135281516,1,0,0,1,0,0,1,0,0,,,
4026,HDAC2,chr6,114254192,1,0,0,1,0,0,1,0,0,,,
4027,HEBP2,chr6,138724668,1,0,0,1,0,0,1,0,0,,,
4028,HIST1H1B,chr6,27834570,0,0,1,0,0,1,0,0,0,,,
4029,HIST1H1C,chr6,26055968,0,0,0,0,0,0,0,0,0,,,
4030,HIST1H1E,chr6,26156559,0,0,0,0,0,0,0,0,0,,,
4031,HIVEP1,chr6,12008995,1,0,0,1,0,0,1,0,0,,,
4032,HIVEP2,chr6,143072604,1,0,0,1,0,0,1,0,0,,,
4033,HLA-A,chr6,29909037,0,0,0,0,0,0,0,0,0,,,
4034,HLA-B,chr6,31321649,0,0,0,0,0,0,0,0,0,,,
4035,HLA-C,chr6,31236526,0,0,1,0,0,1,0,0,1,,,
4036,HLA-E,chr6,30457244,0,0,0,0,0,0,0,0,0,,,
4037,HLA-F,chr6,29690552,0,0,0,0,0,0,0,0,0,,,
4038,HMGA1,chr6,34204650,1,0,0,0,0,0,0,0,0,,,
4039,HMGN3,chr6,79910962,0,0,0,0,0,0,0,0,0,,,
4040,HMGN4,chr6,26538633,0,0,0,0,0,0,0,0,0,,,
4041,HSP90AB1,chr6,44214824,1,0,0,1,0,0,1,0,0,,,
4042,HSPA1A,chr6,31783291,1,0,0,1,0,0,1,0,0,,,
4043,IBTK,chr6,82879700,1,0,0,1,0,0,1,0,0,,,
4044,IFNGR1,chr6,137518621,1,0,0,1,0,0,1,0,0,,,
4045,IGF2R,chr6,160390131,1,0,0,1,0,0,1,0,0,,,
4046,ITPR3,chr6,33588142,1,0,0,1,0,0,1,0,0,,,
4047,JARID2,chr6,15246527,1,0,0,0,0,0,0,0,0,,,
4048,KATNA1,chr6,149916009,1,0,0,1,0,0,1,0,0,,,
4049,KDM1B,chr6,18155560,0,0,0,0,0,0,0,0,0,,,
4050,KHDRBS2,chr6,62389865,0,0,1,0,0,1,0,0,1,,,
4051,KIF13A,chr6,17759414,1,0,0,1,0,0,1,0,0,,,
4052,KIFC1,chr6,33359313,1,0,0,1,0,0,1,0,0,,,
4053,KLC4,chr6,43008515,1,0,0,1,0,0,1,0,0,,,
4054,L3MBTL3,chr6,130334844,0,0,0,0,0,0,0,0,0,,,
4055,LAMA4,chr6,112429963,0,0,0,0,0,0,0,0,0,,,
4056,LATS1,chr6,149979289,1,0,0,1,0,0,1,0,0,,,
4057,LCA5,chr6,80194708,1,0,0,1,0,0,1,0,0,,,
4058,LEMD2,chr6,33738979,1,0,0,1,0,0,1,0,0,,,
4059,LRRC1,chr6,53659295,1,0,0,1,0,0,1,0,0,,,
4060,LSM2,chr6,31765173,1,0,0,1,0,0,1,0,0,,,
4061,LTV1,chr6,144164481,1,0,0,1,0,0,1,0,0,,,
4062,MAD2L1BP,chr6,43597277,1,0,0,1,0,0,1,0,0,,,
4063,MAP3K4,chr6,161412759,1,0,0,1,0,0,1,0,0,,,
4064,MAP3K5,chr6,136878185,1,0,0,1,0,0,1,0,0,,,
4065,MAP7,chr6,136663875,1,0,0,1,0,0,1,0,0,,,
4066,MAPK14,chr6,35995488,1,0,0,0,0,0,0,0,0,,,
4067,MCM3,chr6,52128807,1,0,0,1,0,0,1,0,0,,,
4068,MDC1,chr6,30667584,1,0,0,1,0,0,1,0,0,,,
4069,MDN1,chr6,90352218,1,1,0,1,1,0,1,1,0,,,
4070,ME1,chr6,83920108,1,0,0,1,0,0,1,0,0,,,
4071,MEA1,chr6,42979832,1,0,0,1,0,0,1,0,0,,,
4072,MED23,chr6,131895106,0,0,0,0,0,0,0,0,0,,,
4073,MICAL1,chr6,109765265,0,0,0,0,0,0,0,0,0,,,
4074,MRPS18B,chr6,30585486,1,0,0,0,0,0,0,0,0,,,
4075,MTCH1,chr6,36935917,1,0,0,1,0,0,1,0,0,,,
4076,MYB,chr6,135502453,1,0,0,1,0,0,1,0,0,,,
4077,MYO6,chr6,76458909,1,0,0,1,0,0,1,0,0,,,
4078,NCOA7,chr6,126102307,1,0,0,0,0,0,0,0,0,,,
4079,NELFE,chr6,31919864,1,0,0,1,0,0,1,0,0,,,
4080,NFKBIE,chr6,44225903,1,0,0,0,0,0,0,0,0,,,
4081,NFYA,chr6,41040684,0,0,0,0,0,0,0,0,0,,,
4082,NUP153,chr6,17615269,1,0,0,1,0,0,1,0,0,,,
4083,OGFRL1,chr6,71998506,1,0,1,0,0,1,0,0,1,,,
4084,OSTM1,chr6,108362613,1,0,0,1,0,0,0,0,0,,,
4085,PACSIN1,chr6,34433916,0,0,0,0,0,0,0,0,0,,,
4086,PAK1IP1,chr6,10694928,1,0,0,1,0,0,1,0,0,,,
4087,PEX3,chr6,143771944,1,0,0,1,0,0,1,0,0,,,
4088,PGM3,chr6,83870869,1,1,0,1,1,0,1,1,0,,,
4089,PHACTR2,chr6,143857982,1,0,0,1,0,0,1,0,0,,,
4090,PHF1,chr6,33378176,1,0,0,1,0,0,1,0,0,,,
4091,PHF3,chr6,64345725,1,0,0,1,0,0,1,0,0,,,
4092,PHIP,chr6,79645584,1,0,0,1,0,0,1,0,0,,,
4093,PLEKHG1,chr6,150920999,1,0,1,1,0,1,1,0,0,,,
4094,PNISR,chr6,99845927,1,0,0,1,0,0,1,0,0,,,
4095,POLR1C,chr6,43477440,1,0,0,1,0,0,1,0,0,,,
4096,PPIL1,chr6,36822603,1,0,0,1,0,0,1,0,0,,,
4097,PPIL4,chr6,149825869,1,0,0,1,0,0,1,0,0,,,
4098,PPP1R10,chr6,30568177,1,0,0,1,0,0,1,0,0,,,
4099,PPP1R14C,chr6,150464212,0,0,0,0,0,0,0,0,0,,,
4100,PPP1R18,chr6,30644166,1,1,0,1,1,0,1,0,0,,,
4101,PRPF4B,chr6,4021501,1,0,0,1,0,0,1,0,0,,,
4102,PRR3,chr6,30524663,1,0,0,0,0,0,0,0,0,,,
4103,PRRC2A,chr6,31588497,1,0,0,1,0,0,1,0,0,,,
4104,PTK7,chr6,43044006,0,0,0,0,0,0,0,0,0,,,
4105,PTP4A1,chr6,64231666,0,0,0,0,0,0,0,0,0,,,
4106,PTPRK,chr6,128289924,1,0,0,1,0,0,1,0,0,,,
4107,RAB23,chr6,57053607,1,0,0,0,0,0,0,0,0,,,
4108,RAB32,chr6,146864829,1,0,0,1,0,0,1,0,0,,,
4109,RANBP9,chr6,13621730,1,0,0,1,0,0,1,0,0,,,
4110,REV3L,chr6,111620234,0,0,0,0,0,0,0,0,0,,,
4111,RGL2,chr6,33259431,1,0,0,1,0,0,1,0,0,,,
4112,RING1,chr6,33176272,1,0,0,1,0,0,1,0,0,,,
4113,RIOK1,chr6,7389729,1,0,0,1,0,0,1,0,0,,,
4114,RNF146,chr6,127587755,1,0,0,1,0,0,1,0,0,,,
4115,RPS10,chr6,34385231,0,0,0,0,0,0,0,0,0,,,
4116,RPS18,chr6,33239787,0,0,0,0,0,0,0,0,0,,,
4117,RPS6KA2,chr6,166822852,0,0,0,0,0,0,0,0,0,,,
4118,RRAGD,chr6,90074355,1,0,1,1,0,1,1,0,1,,,
4119,RREB1,chr6,7107830,1,0,0,1,0,0,1,0,0,,,
4120,RRP36,chr6,42989383,1,0,0,1,0,0,1,0,0,,,
4121,RSPH3,chr6,159393903,1,0,0,0,0,0,0,0,0,,,
4122,RUNX2,chr6,45295894,0,0,1,0,0,1,0,0,1,,,
4123,RWDD1,chr6,116892530,1,0,0,1,0,0,1,0,0,,,
4124,RWDD2A,chr6,83903098,1,0,0,0,0,0,0,0,0,,,
4125,SASH1,chr6,148593440,1,0,0,1,0,0,1,0,0,,,
4126,SEC63,chr6,108188960,1,0,0,1,0,0,1,0,0,,,
4127,SENP6,chr6,76311225,1,0,0,1,0,0,1,0,0,,,
4128,SERINC1,chr6,122764499,1,0,0,1,0,0,1,0,0,,,
4129,SERPINB1,chr6,2832566,0,0,0,0,0,0,0,0,0,,,
4130,SERPINB6,chr6,2948393,1,0,0,1,0,0,1,0,0,,,
4131,SESN1,chr6,109307640,1,0,0,1,0,0,0,0,0,,,
4132,SHPRH,chr6,146185381,1,0,0,1,0,0,1,0,0,,,
4133,SLC17A5,chr6,74303102,1,0,0,1,0,0,0,0,0,,,
4134,SLC35B2,chr6,44221833,1,0,0,1,0,0,1,0,0,,,
4135,SLC39A7,chr6,33168222,1,0,0,1,0,0,1,0,0,,,
4136,SMAP1,chr6,71377479,1,0,0,1,0,0,1,0,0,,,
4137,SNRPC,chr6,34725183,1,0,0,1,0,0,1,0,0,,,
4138,SNX14,chr6,86215214,1,0,0,1,0,0,1,0,0,,,
4139,SNX3,chr6,108532426,1,0,0,0,0,0,0,0,0,,,
4140,SNX9,chr6,158244296,1,0,0,1,0,0,0,0,0,,,
4141,SOX4,chr6,21593972,1,0,0,1,0,0,1,0,0,,,
4142,SRF,chr6,43139037,1,0,0,1,0,0,1,0,0,,,
4143,SRPK1,chr6,35800743,1,0,0,1,0,0,1,0,0,,,
4144,SRSF12,chr6,89805678,1,0,0,1,0,0,1,0,0,,,
4145,SRSF3,chr6,36562145,0,0,0,0,0,0,0,0,0,,,
4146,SSR1,chr6,7268539,1,0,0,0,0,0,0,0,0,,,
4147,STK38,chr6,36461669,0,0,0,0,0,0,0,0,0,,,
4148,STX11,chr6,144471663,0,0,0,0,0,0,0,0,0,,,
4149,STX7,chr6,132767006,1,0,0,1,0,0,1,0,0,,,
4150,STXBP5,chr6,147525561,1,0,0,1,0,0,1,0,0,,,
4151,SYNCRIP,chr6,86318053,1,0,0,1,0,0,1,0,0,,,
4152,SYNE1,chr6,152442819,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4153,SYNJ2,chr6,158402888,1,0,0,1,0,0,1,0,0,,,
4154,TAB2,chr6,149539777,1,0,0,1,0,0,1,0,0,,,
4155,TAF11,chr6,34845555,0,0,0,0,0,0,0,0,0,,,
4156,TAF8,chr6,42018251,1,0,0,0,0,0,0,0,0,,,
4157,TAP1,chr6,32812986,1,0,0,1,0,0,1,0,0,,,
4158,TAP2,chr6,32781544,1,0,0,1,0,0,1,0,0,,,
4159,TBC1D22B,chr6,37225548,1,0,0,1,0,0,1,0,0,,,
4160,TBCC,chr6,42712219,1,0,0,1,0,0,1,0,0,,,
4161,TEAD3,chr6,35441374,1,0,0,1,0,0,1,0,0,,,
4162,TFEB,chr6,41651716,0,0,1,0,0,1,0,0,1,,,
4163,TIAM2,chr6,155153831,1,0,0,0,0,0,0,0,0,,,
4164,TMEM181,chr6,158957468,1,0,0,0,0,0,0,0,0,,,
4165,TMEM63B,chr6,44094651,1,0,1,1,0,0,1,0,0,,,
4166,TNFAIP3,chr6,138188351,0,0,0,0,0,0,0,0,0,,,
4167,TNFRSF21,chr6,47199268,1,0,0,1,0,0,1,0,0,,,
4168,TPBG,chr6,83072923,1,0,0,1,0,0,1,0,0,,,
4169,TPD52L1,chr6,125440195,1,0,0,1,0,0,1,0,0,,,
4170,TPMT,chr6,18128542,1,0,0,1,0,0,1,0,0,,,
4171,TRERF1,chr6,42192669,1,0,0,1,0,0,1,0,0,,,
4172,TSPYL1,chr6,116597741,0,0,0,0,0,0,0,0,0,,,
4173,TXNDC5,chr6,7881483,0,0,0,0,0,0,0,0,0,,,
4174,UBE2J1,chr6,90036344,0,0,0,0,0,0,0,0,0,,,
4175,UFL1,chr6,96969471,1,0,0,1,0,0,1,0,0,,,
4176,UHRF1BP1,chr6,34759857,1,0,0,1,0,0,1,0,0,,,
4177,ULBP2,chr6,150263136,0,0,0,0,0,0,0,0,0,,,
4178,UTRN,chr6,144606837,1,0,0,1,0,0,1,0,0,,,
4179,VARS,chr6,31745295,1,0,0,1,0,0,1,0,0,,,
4180,VEGFA,chr6,43737921,0,0,0,0,0,0,0,0,0,,,
4181,VPS52,chr6,33218049,0,0,0,0,0,0,0,0,0,,,
4182,WASF1,chr6,110421022,1,0,0,1,0,0,1,0,0,,,
4183,WDR46,chr6,33246885,1,0,0,0,0,0,0,0,0,,,
4184,WRNIP1,chr6,2765648,1,0,0,1,0,0,1,0,0,,,
4185,WTAP,chr6,160146617,1,0,0,1,0,0,1,0,0,,,
4186,XPO5,chr6,43490072,1,1,0,1,1,0,1,0,0,,,
4187,ZBTB2,chr6,151685252,1,0,0,1,0,0,1,0,0,,,
4188,ZFAND3,chr6,37787275,1,0,0,1,0,0,1,0,0,,,
4189,ZKSCAN8,chr6,28109688,1,0,1,1,0,0,1,0,1,,,
4190,ZNF184,chr6,27418522,1,0,0,1,0,0,1,0,0,,,
4191,ZNF292,chr6,87862551,1,0,0,1,0,0,1,0,0,,,
4192,ZNF318,chr6,43274872,1,0,0,1,0,0,1,0,0,,,
4193,ZNF451,chr6,56951642,1,0,0,1,0,0,1,0,0,,,
4194,ABCF2,chr7,150904923,1,0,0,1,0,0,1,0,0,,,
4195,ABHD11,chr7,73150424,1,0,0,1,0,0,1,0,0,,,
4196,ACTB,chr7,5566782,1,0,0,1,0,0,1,0,0,,,
4197,ADAM22,chr7,87563458,0,0,0,0,0,0,0,0,0,,,
4198,AGAP3,chr7,150782918,1,0,0,1,0,0,1,0,0,,,
4199,AGFG2,chr7,100136834,0,0,0,0,0,0,0,0,0,,,
4200,AHCYL2,chr7,128864864,1,0,0,1,0,0,1,0,0,,,
4201,AHR,chr7,17338246,1,0,0,1,0,0,1,0,0,,,
4202,AKAP9,chr7,91570181,1,0,0,1,0,0,1,0,0,,,
4203,AKR1B1,chr7,134127102,1,0,0,1,0,0,1,0,0,,,
4204,ANKIB1,chr7,91875548,1,0,0,1,0,0,1,0,0,,,
4205,ANKMY2,chr7,16639401,0,0,0,0,0,0,0,0,0,,,
4206,ANLN,chr7,36429415,1,0,0,1,0,0,1,0,0,,,
4207,AP1S1,chr7,100797678,0,0,0,0,0,0,0,0,0,,,
4208,AP5Z1,chr7,4815253,0,0,0,0,0,0,0,0,0,,,
4209,ARMC10,chr7,102715328,1,0,0,1,0,0,1,0,0,,,
4210,ARPC1B,chr7,98971872,1,0,0,0,0,0,0,0,0,,,
4211,AUTS2,chr7,69063905,1,0,0,1,0,0,1,0,0,,,
4212,AVL9,chr7,32535038,1,0,0,1,0,0,1,0,0,,,
4213,BAIAP2L1,chr7,97920963,1,0,0,1,0,0,1,0,0,,,
4214,BAZ1B,chr7,72854728,1,0,0,1,0,0,1,0,0,,,
4215,BCAP29,chr7,107220422,0,0,0,0,0,0,0,0,0,,,
4216,BCL7B,chr7,72950686,1,0,0,1,0,0,1,0,0,,,
4217,BET1,chr7,93592074,1,0,0,1,0,0,1,0,0,,,
4218,BLVRA,chr7,43798279,1,0,0,1,0,0,1,0,0,,,
4219,BRAF,chr7,140419127,1,0,0,1,0,0,1,0,0,,,
4220,BRAT1,chr7,2577511,1,0,0,1,0,0,1,0,0,,,
4221,BRI3,chr7,97881691,0,0,0,0,0,0,0,0,0,,,
4222,BZW2,chr7,16685756,1,0,0,1,0,0,1,0,0,,,
4223,C7orf25,chr7,42948325,1,0,0,1,0,0,1,0,0,,,
4224,C7orf43,chr7,99752043,1,0,0,1,0,0,1,0,0,,,
4225,C7orf50,chr7,1036622,1,0,0,1,0,0,1,0,0,,,
4226,C7orf57,chr7,48075108,0,0,1,0,0,0,0,0,0,,,
4227,CACNA2D1,chr7,81575760,0,0,0,0,0,0,0,0,0,,,
4228,CADPS2,chr7,121958481,0,0,0,0,0,0,0,0,0,,,
4229,CALU,chr7,128379346,1,0,0,1,0,0,1,0,0,,,
4230,CAPZA2,chr7,116451124,1,0,0,1,0,0,1,0,0,,,
4231,CASP2,chr7,142985308,1,0,0,1,0,0,1,0,0,,,
4232,CAV1,chr7,116164839,0,0,0,0,0,0,0,0,0,,,
4233,CBLL1,chr7,107384142,1,0,0,0,0,0,0,0,0,,,
4234,CBX3,chr7,26240782,1,0,0,0,0,0,0,0,0,,,
4235,CCDC71L,chr7,106297211,0,0,0,0,0,0,0,0,0,,,
4236,CCM2,chr7,45039074,1,0,0,1,0,0,1,0,0,,,
4237,CDCA7L,chr7,21940518,1,0,1,1,0,0,1,0,0,,,
4238,CDK13,chr7,39989636,1,0,0,1,0,0,1,0,0,,,
4239,CDK14,chr7,90095738,0,0,0,0,0,0,0,0,0,,,
4240,CEP41,chr7,130033612,1,0,0,1,0,0,1,0,0,,,
4241,CHCHD3,chr7,132469629,1,0,0,1,0,0,1,0,0,,,
4242,CHPF2,chr7,150929575,1,0,0,0,0,0,0,0,0,,,
4243,CLDN3,chr7,73183328,1,0,0,1,0,0,1,0,0,,,
4244,CLIP2,chr7,73703805,1,0,0,1,0,0,1,0,0,,,
4245,CNOT4,chr7,135046547,1,0,0,1,0,0,1,0,0,,,
4246,COBL,chr7,51083909,1,0,1,0,0,1,0,0,1,,,
4247,COG5,chr7,106842000,0,0,0,0,0,0,0,0,0,,,
4248,CPSF4,chr7,99036545,1,0,0,0,0,0,0,0,0,,,
4249,CUX1,chr7,101458959,1,0,0,1,0,0,1,0,0,,,
4250,CYCS,chr7,25159710,1,0,0,1,0,0,1,0,0,,,
4251,DAGLB,chr7,6448757,1,0,0,1,0,0,1,0,0,,,
4252,DBNL,chr7,44084239,1,0,0,1,0,0,1,0,0,,,
4253,DENND2A,chr7,140218220,0,0,0,0,0,0,0,0,0,,,
4254,DNAJB6,chr7,157128075,1,0,0,1,0,0,1,0,0,,,
4255,DNAJC2,chr7,102952921,1,0,0,1,0,0,1,0,0,,,
4256,DNAJC30,chr7,73095299,0,0,0,0,0,0,0,0,0,,,
4257,DOCK4,chr7,111366166,1,0,0,1,0,0,1,0,0,,,
4258,DYNC1I1,chr7,95401866,0,0,0,0,0,0,0,0,0,,,
4259,EEPD1,chr7,36192758,1,0,0,1,0,0,1,0,0,,,
4260,EGFR,chr7,55086714,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0
4261,EIF2AK1,chr7,6061881,1,0,0,1,0,0,1,0,0,,,
4262,EIF3B,chr7,2393721,1,0,0,1,0,0,1,0,0,,,
4263,EIF4H,chr7,73588575,1,0,0,1,0,0,1,0,0,,,
4264,ELMO1,chr7,36893961,0,0,1,0,0,1,0,0,1,,,
4265,EPHB4,chr7,100400187,1,0,0,1,0,0,1,0,0,,,
4266,ESYT2,chr7,158523686,1,0,0,1,0,0,1,0,0,,,
4267,EZH2,chr7,148504475,1,0,0,1,0,0,1,0,0,,,
4268,FAM126A,chr7,22980878,1,0,0,0,0,0,0,0,0,,,
4269,FAM221A,chr7,23719749,1,0,0,1,0,0,1,0,0,,,
4270,FLNC,chr7,128470431,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0
4271,FOXK1,chr7,4683388,1,0,0,1,0,0,1,0,0,,,
4272,FSCN1,chr7,5632439,0,0,0,0,0,0,0,0,0,,,
4273,GALNT11,chr7,151722759,0,0,1,0,0,1,0,0,1,,,
4274,GATAD1,chr7,92076767,1,0,0,0,0,0,0,0,0,,,
4275,GCC1,chr7,127220672,1,0,0,1,0,0,1,0,0,,,
4276,GGCT,chr7,30536237,1,0,0,1,0,0,1,0,0,,,
4277,GLCCI1,chr7,8008425,0,0,0,0,0,0,0,0,0,,,
4278,GLI3,chr7,42000548,0,0,0,0,0,0,0,0,0,,,
4279,GRB10,chr7,50657760,1,0,0,1,0,0,1,0,0,,,
4280,GTF2I,chr7,74071994,1,0,0,1,0,0,1,0,0,,,
4281,GTF2IRD1,chr7,73868120,1,0,0,0,0,0,0,0,0,,,
4282,HBP1,chr7,106809406,1,0,0,1,0,0,1,0,0,,,
4283,HERPUD2,chr7,35672269,1,0,0,1,0,0,1,0,0,,,
